Code,Wards (2016),Health Indicator,value
E05000222,Greenwich West; Greenwich,"Deaths from all cancer, under 75 years",118.6
E05000223,Kidbrooke with Hornfair; Greenwich,"Deaths from all cancer, under 75 years",112.0
E05000224,Middle Park and Sutcliffe; Greenwich,"Deaths from all cancer, under 75 years",115.3
E05000225,Peninsula; Greenwich,"Deaths from all cancer, under 75 years",121.9
E05000226,Plumstead; Greenwich,"Deaths from all cancer, under 75 years",77.7
E05000227,Shooters Hill; Greenwich,"Deaths from all cancer, under 75 years",108.3
E05000228,Thamesmead Moorings; Greenwich,"Deaths from all cancer, under 75 years",116.3
E05000229,Woolwich Common; Greenwich,"Deaths from all cancer, under 75 years",146.1
E05000230,Woolwich Riverside; Greenwich,"Deaths from all cancer, under 75 years",84.3
E05000250,Addison; Hammersmith and Fulham,"Deaths from all cancer, under 75 years",101.3
E05000251,Askew; Hammersmith and Fulham,"Deaths from all cancer, under 75 years",115.0
E05000252,Avonmore and Brook Green; Hammersmith and Fulham,"Deaths from all cancer, under 75 years",83.7
E05000253,College Park and Old Oak; Hammersmith and Fulham,"Deaths from all cancer, under 75 years",106.6
E05000254,Fulham Broadway; Hammersmith and Fulham,"Deaths from all cancer, under 75 years",118.3
E05000255,Fulham Reach; Hammersmith and Fulham,"Deaths from all cancer, under 75 years",103.6
E05000256,Hammersmith Broadway; Hammersmith and Fulham,"Deaths from all cancer, under 75 years",121.5
E05000257,Munster; Hammersmith and Fulham,"Deaths from all cancer, under 75 years",75.3
E05000258,North End; Hammersmith and Fulham,"Deaths from all cancer, under 75 years",134.7
E05000259,Palace Riverside; Hammersmith and Fulham,"Deaths from all cancer, under 75 years",72.7
E05000260,Parsons Green and Walham; Hammersmith and Fulham,"Deaths from all cancer, under 75 years",68.1
E05000261,Ravenscourt Park; Hammersmith and Fulham,"Deaths from all cancer, under 75 years",110.5
E05000262,Sands End; Hammersmith and Fulham,"Deaths from all cancer, under 75 years",83.2
E05000263,Shepherd's Bush Green; Hammersmith and Fulham,"Deaths from all cancer, under 75 years",140.2
E05000264,Town; Hammersmith and Fulham,"Deaths from all cancer, under 75 years",114.5
E05000265,Wormholt and White City; Hammersmith and Fulham,"Deaths from all cancer, under 75 years",109.3
E05000266,Alexandra; Haringey,"Deaths from all cancer, under 75 years",76.0
E05000267,Bounds Green; Haringey,"Deaths from all cancer, under 75 years",94.9
E05000268,Bruce Grove; Haringey,"Deaths from all cancer, under 75 years",107.3
E05000269,Crouch End; Haringey,"Deaths from all cancer, under 75 years",65.1
E05000270,Fortis Green; Haringey,"Deaths from all cancer, under 75 years",73.2
E05000271,Harringay; Haringey,"Deaths from all cancer, under 75 years",82.3
E05000272,Highgate; Haringey,"Deaths from all cancer, under 75 years",56.8
E05000273,Hornsey; Haringey,"Deaths from all cancer, under 75 years",121.8
E05000274,Muswell Hill; Haringey,"Deaths from all cancer, under 75 years",97.1
E05000275,Noel Park; Haringey,"Deaths from all cancer, under 75 years",103.5
E05000276,Northumberland Park; Haringey,"Deaths from all cancer, under 75 years",108.1
E05000277,St Ann's; Haringey,"Deaths from all cancer, under 75 years",78.5
E05000278,Seven Sisters; Haringey,"Deaths from all cancer, under 75 years",99.0
E05000279,Stroud Green; Haringey,"Deaths from all cancer, under 75 years",76.0
E05000280,Tottenham Green; Haringey,"Deaths from all cancer, under 75 years",97.3
E05000281,Tottenham Hale; Haringey,"Deaths from all cancer, under 75 years",117.2
E05000282,West Green; Haringey,"Deaths from all cancer, under 75 years",115.9
E05000283,White Hart Lane; Haringey,"Deaths from all cancer, under 75 years",99.1
E05000284,Woodside; Haringey,"Deaths from all cancer, under 75 years",108.1
E05000285,Belmont; Harrow,"Deaths from all cancer, under 75 years",81.2
E05000286,Canons; Harrow,"Deaths from all cancer, under 75 years",76.0
E05000287,Edgware; Harrow,"Deaths from all cancer, under 75 years",65.3
E05000288,Greenhill; Harrow,"Deaths from all cancer, under 75 years",102.7
E05000289,Harrow on the Hill; Harrow,"Deaths from all cancer, under 75 years",67.4
E05000290,Harrow Weald; Harrow,"Deaths from all cancer, under 75 years",107.1
E05000291,Hatch End; Harrow,"Deaths from all cancer, under 75 years",67.8
E05000292,Headstone North; Harrow,"Deaths from all cancer, under 75 years",44.9
E05000293,Headstone South; Harrow,"Deaths from all cancer, under 75 years",65.8
E05000294,Kenton East; Harrow,"Deaths from all cancer, under 75 years",78.2
E05000295,Kenton West; Harrow,"Deaths from all cancer, under 75 years",67.6
E05000296,Marlborough; Harrow,"Deaths from all cancer, under 75 years",78.2
E05000297,Pinner; Harrow,"Deaths from all cancer, under 75 years",86.0
E05000298,Pinner South; Harrow,"Deaths from all cancer, under 75 years",58.0
E05000299,Queensbury; Harrow,"Deaths from all cancer, under 75 years",72.9
E05000300,Rayners Lane; Harrow,"Deaths from all cancer, under 75 years",82.3
E05000301,Roxbourne; Harrow,"Deaths from all cancer, under 75 years",71.8
E05000302,Roxeth; Harrow,"Deaths from all cancer, under 75 years",90.3
E05000303,Stanmore Park; Harrow,"Deaths from all cancer, under 75 years",65.6
E05000304,Wealdstone; Harrow,"Deaths from all cancer, under 75 years",101.4
E05000305,West Harrow; Harrow,"Deaths from all cancer, under 75 years",84.4
E05000306,Brooklands; Havering,"Deaths from all cancer, under 75 years",100.8
E05000307,Cranham; Havering,"Deaths from all cancer, under 75 years",93.7
E05000308,Elm Park; Havering,"Deaths from all cancer, under 75 years",102.6
E05000309,Emerson Park; Havering,"Deaths from all cancer, under 75 years",78.6
E05000310,Gooshays; Havering,"Deaths from all cancer, under 75 years",126.1
E05000311,Hacton; Havering,"Deaths from all cancer, under 75 years",99.1
E05000312,Harold Wood; Havering,"Deaths from all cancer, under 75 years",103.0
E05000313,Havering Park; Havering,"Deaths from all cancer, under 75 years",125.7
E05000314,Heaton; Havering,"Deaths from all cancer, under 75 years",107.2
E05000315,Hylands; Havering,"Deaths from all cancer, under 75 years",88.8
E05000316,Mawneys; Havering,"Deaths from all cancer, under 75 years",96.9
E05000317,Pettits; Havering,"Deaths from all cancer, under 75 years",70.3
E05000318,Rainham and Wennington; Havering,"Deaths from all cancer, under 75 years",116.9
E05000319,Romford Town; Havering,"Deaths from all cancer, under 75 years",82.2
E05000320,St Andrew's; Havering,"Deaths from all cancer, under 75 years",89.2
E05000321,South Hornchurch; Havering,"Deaths from all cancer, under 75 years",131.7
E05000322,Squirrel's Heath; Havering,"Deaths from all cancer, under 75 years",82.3
E05000323,Upminster; Havering,"Deaths from all cancer, under 75 years",95.7
E05000324,Barnhill; Hillingdon,"Deaths from all cancer, under 75 years",88.7
E05000325,Botwell; Hillingdon,"Deaths from all cancer, under 75 years",96.8
E05000326,Brunel; Hillingdon,"Deaths from all cancer, under 75 years",108.0
E05000327,Cavendish; Hillingdon,"Deaths from all cancer, under 75 years",87.8
E05000328,Charville; Hillingdon,"Deaths from all cancer, under 75 years",97.1
E05000329,Eastcote and East Ruislip; Hillingdon,"Deaths from all cancer, under 75 years",62.6
E05000330,Harefield; Hillingdon,"Deaths from all cancer, under 75 years",134.8
E05000331,Heathrow Villages; Hillingdon,"Deaths from all cancer, under 75 years",106.5
E05000332,Hillingdon East; Hillingdon,"Deaths from all cancer, under 75 years",80.3
E05000333,Ickenham; Hillingdon,"Deaths from all cancer, under 75 years",83.3
E05000334,Manor; Hillingdon,"Deaths from all cancer, under 75 years",97.8
E05000335,Northwood; Hillingdon,"Deaths from all cancer, under 75 years",56.8
E05000336,Northwood Hills; Hillingdon,"Deaths from all cancer, under 75 years",95.7
E05000337,Pinkwell; Hillingdon,"Deaths from all cancer, under 75 years",98.8
E05000338,South Ruislip; Hillingdon,"Deaths from all cancer, under 75 years",97.6
E05000339,Townfield; Hillingdon,"Deaths from all cancer, under 75 years",111.6
E05000340,Uxbridge North; Hillingdon,"Deaths from all cancer, under 75 years",91.3
E05000341,Uxbridge South; Hillingdon,"Deaths from all cancer, under 75 years",126.6
E05000342,West Drayton; Hillingdon,"Deaths from all cancer, under 75 years",132.4
E05000343,West Ruislip; Hillingdon,"Deaths from all cancer, under 75 years",87.7
E05000344,Yeading; Hillingdon,"Deaths from all cancer, under 75 years",102.7
E05000345,Yiewsley; Hillingdon,"Deaths from all cancer, under 75 years",118.5
E05000346,Bedfont; Hounslow,"Deaths from all cancer, under 75 years",97.7
E05000347,Brentford; Hounslow,"Deaths from all cancer, under 75 years",97.0
E05000348,Chiswick Homefields; Hounslow,"Deaths from all cancer, under 75 years",68.8
E05000349,Chiswick Riverside; Hounslow,"Deaths from all cancer, under 75 years",68.9
E05000350,Cranford; Hounslow,"Deaths from all cancer, under 75 years",93.2
E05000351,Feltham North; Hounslow,"Deaths from all cancer, under 75 years",135.9
E05000352,Feltham West; Hounslow,"Deaths from all cancer, under 75 years",110.8
E05000353,Hanworth; Hounslow,"Deaths from all cancer, under 75 years",107.9
E05000354,Hanworth Park; Hounslow,"Deaths from all cancer, under 75 years",133.4
E05000355,Heston Central; Hounslow,"Deaths from all cancer, under 75 years",77.2
E05000356,Heston East; Hounslow,"Deaths from all cancer, under 75 years",73.3
E05000357,Heston West; Hounslow,"Deaths from all cancer, under 75 years",100.9
E05000358,Hounslow Central; Hounslow,"Deaths from all cancer, under 75 years",52.3
E05000359,Hounslow Heath; Hounslow,"Deaths from all cancer, under 75 years",87.0
E05000360,Hounslow South; Hounslow,"Deaths from all cancer, under 75 years",76.9
E05000361,Hounslow West; Hounslow,"Deaths from all cancer, under 75 years",88.9
E05000362,Isleworth; Hounslow,"Deaths from all cancer, under 75 years",96.8
E05000363,Osterley and Spring Grove; Hounslow,"Deaths from all cancer, under 75 years",76.9
E05000364,Syon; Hounslow,"Deaths from all cancer, under 75 years",100.4
E05000365,Turnham Green; Hounslow,"Deaths from all cancer, under 75 years",102.2
E05000366,Barnsbury; Islington,"Deaths from all cancer, under 75 years",106.0
E05000367,Bunhill; Islington,"Deaths from all cancer, under 75 years",86.3
E05000368,Caledonian; Islington,"Deaths from all cancer, under 75 years",113.7
E05000369,Canonbury; Islington,"Deaths from all cancer, under 75 years",85.8
E05000370,Clerkenwell; Islington,"Deaths from all cancer, under 75 years",85.7
E05000371,Finsbury Park; Islington,"Deaths from all cancer, under 75 years",98.3
E05000372,Highbury East; Islington,"Deaths from all cancer, under 75 years",78.3
E05000373,Highbury West; Islington,"Deaths from all cancer, under 75 years",106.1
E05000374,Hillrise; Islington,"Deaths from all cancer, under 75 years",117.9
E05000375,Holloway; Islington,"Deaths from all cancer, under 75 years",104.3
E05000376,Junction; Islington,"Deaths from all cancer, under 75 years",175.2
E05000377,Mildmay; Islington,"Deaths from all cancer, under 75 years",107.8
E05000378,St George's; Islington,"Deaths from all cancer, under 75 years",94.5
E05000379,St Mary's; Islington,"Deaths from all cancer, under 75 years",123.1
E05000380,St Peter's; Islington,"Deaths from all cancer, under 75 years",92.3
E05000381,Tollington; Islington,"Deaths from all cancer, under 75 years",132.6
E05000400,Alexandra; Kingston upon Thames,"Deaths from all cancer, under 75 years",83.6
E05000401,Berrylands; Kingston upon Thames,"Deaths from all cancer, under 75 years",95.8
E05000402,Beverley; Kingston upon Thames,"Deaths from all cancer, under 75 years",86.0
E05000403,Canbury; Kingston upon Thames,"Deaths from all cancer, under 75 years",85.9
E05000404,Chessington North and Hook; Kingston upon Thames,"Deaths from all cancer, under 75 years",97.0
E05000405,Chessington South; Kingston upon Thames,"Deaths from all cancer, under 75 years",80.7
E05000406,Coombe Hill; Kingston upon Thames,"Deaths from all cancer, under 75 years",62.4
E05000407,Coombe Vale; Kingston upon Thames,"Deaths from all cancer, under 75 years",67.8
E05000408,Grove; Kingston upon Thames,"Deaths from all cancer, under 75 years",105.3
E05000409,Norbiton; Kingston upon Thames,"Deaths from all cancer, under 75 years",93.6
E05000410,Old Malden; Kingston upon Thames,"Deaths from all cancer, under 75 years",66.1
E05000411,St James; Kingston upon Thames,"Deaths from all cancer, under 75 years",78.7
E05000412,St Mark's; Kingston upon Thames,"Deaths from all cancer, under 75 years",77.8
E05000413,Surbiton Hill; Kingston upon Thames,"Deaths from all cancer, under 75 years",114.0
E05000414,Tolworth and Hook Rise; Kingston upon Thames,"Deaths from all cancer, under 75 years",84.9
E05000415,Tudor; Kingston upon Thames,"Deaths from all cancer, under 75 years",70.9
E05000416,Bishop's; Lambeth,"Deaths from all cancer, under 75 years",110.4
E05000417,Brixton Hill; Lambeth,"Deaths from all cancer, under 75 years",135.4
E05000418,Clapham Common; Lambeth,"Deaths from all cancer, under 75 years",86.4
E05000419,Clapham Town; Lambeth,"Deaths from all cancer, under 75 years",117.9
E05000420,Coldharbour; Lambeth,"Deaths from all cancer, under 75 years",100.7
E05000421,Ferndale; Lambeth,"Deaths from all cancer, under 75 years",114.8
E05000422,Gipsy Hill; Lambeth,"Deaths from all cancer, under 75 years",154.4
E05000423,Herne Hill; Lambeth,"Deaths from all cancer, under 75 years",89.1
E05000424,Knight's Hill; Lambeth,"Deaths from all cancer, under 75 years",125.2
E05000425,Larkhall; Lambeth,"Deaths from all cancer, under 75 years",119.5
E05000426,Oval; Lambeth,"Deaths from all cancer, under 75 years",109.6
E05000427,Prince's; Lambeth,"Deaths from all cancer, under 75 years",96.7
E05000428,St Leonard's; Lambeth,"Deaths from all cancer, under 75 years",113.5
E05000429,Stockwell; Lambeth,"Deaths from all cancer, under 75 years",81.4
E05000430,Streatham Hill; Lambeth,"Deaths from all cancer, under 75 years",87.8
E05000431,Streatham South; Lambeth,"Deaths from all cancer, under 75 years",85.1
E05000432,Streatham Wells; Lambeth,"Deaths from all cancer, under 75 years",90.5
E05000433,Thornton; Lambeth,"Deaths from all cancer, under 75 years",102.9
E05000434,Thurlow Park; Lambeth,"Deaths from all cancer, under 75 years",126.5
E05000435,Tulse Hill; Lambeth,"Deaths from all cancer, under 75 years",99.7
E05000436,Vassall; Lambeth,"Deaths from all cancer, under 75 years",127.7
E05000437,Bellingham; Lewisham,"Deaths from all cancer, under 75 years",143.7
E05000438,Blackheath; Lewisham,"Deaths from all cancer, under 75 years",100.8
E05000439,Brockley; Lewisham,"Deaths from all cancer, under 75 years",116.8
E05000440,Catford South; Lewisham,"Deaths from all cancer, under 75 years",95.2
E05000441,Crofton Park; Lewisham,"Deaths from all cancer, under 75 years",79.6
E05000442,Downham; Lewisham,"Deaths from all cancer, under 75 years",97.8
E05000443,Evelyn; Lewisham,"Deaths from all cancer, under 75 years",113.6
E05000444,Forest Hill; Lewisham,"Deaths from all cancer, under 75 years",102.3
E05000445,Grove Park; Lewisham,"Deaths from all cancer, under 75 years",124.0
E05000446,Ladywell; Lewisham,"Deaths from all cancer, under 75 years",93.2
E05000447,Lee Green; Lewisham,"Deaths from all cancer, under 75 years",90.0
E05000448,Lewisham Central; Lewisham,"Deaths from all cancer, under 75 years",126.1
E05000449,New Cross; Lewisham,"Deaths from all cancer, under 75 years",150.1
E05000450,Perry Vale; Lewisham,"Deaths from all cancer, under 75 years",100.6
E05000451,Rushey Green; Lewisham,"Deaths from all cancer, under 75 years",113.3
E05000452,Sydenham; Lewisham,"Deaths from all cancer, under 75 years",131.3
E05000453,Telegraph Hill; Lewisham,"Deaths from all cancer, under 75 years",104.2
E05000454,Whitefoot; Lewisham,"Deaths from all cancer, under 75 years",92.6
E05000455,Abbey; Merton,"Deaths from all cancer, under 75 years",87.2
E05000456,Cannon Hill; Merton,"Deaths from all cancer, under 75 years",109.3
E05000457,Colliers Wood; Merton,"Deaths from all cancer, under 75 years",106.6
E05000458,Cricket Green; Merton,"Deaths from all cancer, under 75 years",136.7
E05000459,Dundonald; Merton,"Deaths from all cancer, under 75 years",85.7
E05000460,Figge's Marsh; Merton,"Deaths from all cancer, under 75 years",91.0
E05000461,Graveney; Merton,"Deaths from all cancer, under 75 years",97.0
E05000462,Hillside; Merton,"Deaths from all cancer, under 75 years",77.1
E05000463,Lavender Fields; Merton,"Deaths from all cancer, under 75 years",118.5
E05000464,Longthornton; Merton,"Deaths from all cancer, under 75 years",87.3
E05000465,Lower Morden; Merton,"Deaths from all cancer, under 75 years",107.7
E05000466,Merton Park; Merton,"Deaths from all cancer, under 75 years",57.2
E05000467,Pollards Hill; Merton,"Deaths from all cancer, under 75 years",78.3
E05000468,Ravensbury; Merton,"Deaths from all cancer, under 75 years",93.4
E05000469,Raynes Park; Merton,"Deaths from all cancer, under 75 years",87.0
E05000470,St Helier; Merton,"Deaths from all cancer, under 75 years",108.9
E05000471,Trinity; Merton,"Deaths from all cancer, under 75 years",73.0
E05000472,Village; Merton,"Deaths from all cancer, under 75 years",71.8
E05000473,West Barnes; Merton,"Deaths from all cancer, under 75 years",96.7
E05000474,Wimbledon Park; Merton,"Deaths from all cancer, under 75 years",65.9
E05000475,Beckton; Newham,"Deaths from all cancer, under 75 years",101.1
E05000476,Boleyn; Newham,"Deaths from all cancer, under 75 years",80.1
E05000477,Canning Town North; Newham,"Deaths from all cancer, under 75 years",103.6
E05000478,Canning Town South; Newham,"Deaths from all cancer, under 75 years",124.4
E05000479,Custom House; Newham,"Deaths from all cancer, under 75 years",118.4
E05000480,East Ham Central; Newham,"Deaths from all cancer, under 75 years",67.6
E05000481,East Ham North; Newham,"Deaths from all cancer, under 75 years",73.4
E05000482,East Ham South; Newham,"Deaths from all cancer, under 75 years",126.4
E05000483,Forest Gate North; Newham,"Deaths from all cancer, under 75 years",109.5
E05000484,Forest Gate South; Newham,"Deaths from all cancer, under 75 years",99.8
E05000485,Green Street East; Newham,"Deaths from all cancer, under 75 years",65.8
E05000486,Green Street West; Newham,"Deaths from all cancer, under 75 years",69.1
E05000487,Little Ilford; Newham,"Deaths from all cancer, under 75 years",89.2
E05000488,Manor Park; Newham,"Deaths from all cancer, under 75 years",69.7
E05000489,Plaistow North; Newham,"Deaths from all cancer, under 75 years",94.0
E05000490,Plaistow South; Newham,"Deaths from all cancer, under 75 years",105.8
E05000491,Royal Docks; Newham,"Deaths from all cancer, under 75 years",128.6
E05000492,Stratford and New Town; Newham,"Deaths from all cancer, under 75 years",104.7
E05000493,Wall End; Newham,"Deaths from all cancer, under 75 years",82.6
E05000494,West Ham; Newham,"Deaths from all cancer, under 75 years",109.5
E05000495,Aldborough; Redbridge,"Deaths from all cancer, under 75 years",100.1
E05000496,Barkingside; Redbridge,"Deaths from all cancer, under 75 years",71.3
E05000497,Bridge; Redbridge,"Deaths from all cancer, under 75 years",82.4
E05000498,Chadwell; Redbridge,"Deaths from all cancer, under 75 years",100.4
E05000499,Church End; Redbridge,"Deaths from all cancer, under 75 years",108.7
E05000500,Clayhall; Redbridge,"Deaths from all cancer, under 75 years",76.2
E05000501,Clementswood; Redbridge,"Deaths from all cancer, under 75 years",78.3
E05000502,Cranbrook; Redbridge,"Deaths from all cancer, under 75 years",70.6
E05000503,Fairlop; Redbridge,"Deaths from all cancer, under 75 years",103.6
E05000504,Fullwell; Redbridge,"Deaths from all cancer, under 75 years",74.6
E05000505,Goodmayes; Redbridge,"Deaths from all cancer, under 75 years",75.6
E05000506,Hainault; Redbridge,"Deaths from all cancer, under 75 years",118.7
E05000507,Loxford; Redbridge,"Deaths from all cancer, under 75 years",81.8
E05000508,Mayfield; Redbridge,"Deaths from all cancer, under 75 years",60.7
E05000509,Monkhams; Redbridge,"Deaths from all cancer, under 75 years",92.5
E05000510,Newbury; Redbridge,"Deaths from all cancer, under 75 years",68.7
E05000511,Roding; Redbridge,"Deaths from all cancer, under 75 years",89.6
E05000512,Seven Kings; Redbridge,"Deaths from all cancer, under 75 years",65.2
E05000513,Snaresbrook; Redbridge,"Deaths from all cancer, under 75 years",61.1
E05000514,Valentines; Redbridge,"Deaths from all cancer, under 75 years",78.1
E05000515,Wanstead; Redbridge,"Deaths from all cancer, under 75 years",88.4
E05000516,Barnes; Richmond upon Thames,"Deaths from all cancer, under 75 years",64.0
E05000517,East Sheen; Richmond upon Thames,"Deaths from all cancer, under 75 years",55.7
E05000518,Fulwell and Hampton Hill; Richmond upon Thames,"Deaths from all cancer, under 75 years",106.3
E05000519,"Ham, Petersham and Richmond Riverside; Richmond upon Thames","Deaths from all cancer, under 75 years",85.5
E05000520,Hampton; Richmond upon Thames,"Deaths from all cancer, under 75 years",94.2
E05000521,Hampton North; Richmond upon Thames,"Deaths from all cancer, under 75 years",104.8
E05000522,Hampton Wick; Richmond upon Thames,"Deaths from all cancer, under 75 years",62.3
E05000523,Heathfield; Richmond upon Thames,"Deaths from all cancer, under 75 years",100.0
E05000524,Kew; Richmond upon Thames,"Deaths from all cancer, under 75 years",78.7
E05000525,Mortlake and Barnes Common; Richmond upon Thames,"Deaths from all cancer, under 75 years",71.3
E05000526,North Richmond; Richmond upon Thames,"Deaths from all cancer, under 75 years",79.8
E05000527,St Margarets and North Twickenham; Richmond upon Thames,"Deaths from all cancer, under 75 years",72.3
E05000528,South Richmond; Richmond upon Thames,"Deaths from all cancer, under 75 years",74.6
E05000529,South Twickenham; Richmond upon Thames,"Deaths from all cancer, under 75 years",64.7
E05000530,Teddington; Richmond upon Thames,"Deaths from all cancer, under 75 years",100.2
E05000531,Twickenham Riverside; Richmond upon Thames,"Deaths from all cancer, under 75 years",122.2
E05000532,West Twickenham; Richmond upon Thames,"Deaths from all cancer, under 75 years",103.3
E05000533,Whitton; Richmond upon Thames,"Deaths from all cancer, under 75 years",99.5
E05000534,Brunswick Park; Southwark,"Deaths from all cancer, under 75 years",123.9
E05000535,Camberwell Green; Southwark,"Deaths from all cancer, under 75 years",103.7
E05000536,Cathedrals; Southwark,"Deaths from all cancer, under 75 years",113.5
E05000537,Chaucer; Southwark,"Deaths from all cancer, under 75 years",95.8
E05000538,College; Southwark,"Deaths from all cancer, under 75 years",81.7
E05000539,East Dulwich; Southwark,"Deaths from all cancer, under 75 years",127.5
E05000540,East Walworth; Southwark,"Deaths from all cancer, under 75 years",128.5
E05000541,Faraday; Southwark,"Deaths from all cancer, under 75 years",102.7
E05000542,Grange; Southwark,"Deaths from all cancer, under 75 years",100.5
E05000543,Livesey; Southwark,"Deaths from all cancer, under 75 years",83.1
E05000544,Newington; Southwark,"Deaths from all cancer, under 75 years",121.3
E05000545,Nunhead; Southwark,"Deaths from all cancer, under 75 years",119.4
E05000546,Peckham; Southwark,"Deaths from all cancer, under 75 years",125.4
E05000547,Peckham Rye; Southwark,"Deaths from all cancer, under 75 years",102.2
E05000548,Riverside; Southwark,"Deaths from all cancer, under 75 years",88.5
E05000549,Rotherhithe; Southwark,"Deaths from all cancer, under 75 years",108.6
E05000550,South Bermondsey; Southwark,"Deaths from all cancer, under 75 years",107.9
E05000551,South Camberwell; Southwark,"Deaths from all cancer, under 75 years",103.5
E05000552,Surrey Docks; Southwark,"Deaths from all cancer, under 75 years",114.0
E05000553,The Lane; Southwark,"Deaths from all cancer, under 75 years",134.1
E05000554,Village; Southwark,"Deaths from all cancer, under 75 years",76.5
E05000555,Beddington North; Sutton,"Deaths from all cancer, under 75 years",94.6
E05000556,Beddington South; Sutton,"Deaths from all cancer, under 75 years",109.5
E05000557,Belmont; Sutton,"Deaths from all cancer, under 75 years",76.2
E05000558,Carshalton Central; Sutton,"Deaths from all cancer, under 75 years",116.5
E05000559,Carshalton South and Clockhouse; Sutton,"Deaths from all cancer, under 75 years",65.4
E05000560,Cheam; Sutton,"Deaths from all cancer, under 75 years",79.2
E05000561,Nonsuch; Sutton,"Deaths from all cancer, under 75 years",94.7
E05000562,St Helier; Sutton,"Deaths from all cancer, under 75 years",118.2
E05000563,Stonecot; Sutton,"Deaths from all cancer, under 75 years",117.7
E05000564,Sutton Central; Sutton,"Deaths from all cancer, under 75 years",112.7
E05000565,Sutton North; Sutton,"Deaths from all cancer, under 75 years",112.9
E05000566,Sutton South; Sutton,"Deaths from all cancer, under 75 years",106.9
E05000567,Sutton West; Sutton,"Deaths from all cancer, under 75 years",75.4
E05000568,The Wrythe; Sutton,"Deaths from all cancer, under 75 years",113.1
E05000569,Wallington North; Sutton,"Deaths from all cancer, under 75 years",86.1
E05000570,Wallington South; Sutton,"Deaths from all cancer, under 75 years",77.1
E05000571,Wandle Valley; Sutton,"Deaths from all cancer, under 75 years",115.0
E05000572,Worcester Park; Sutton,"Deaths from all cancer, under 75 years",85.9
E05000590,Cann Hall; Waltham Forest,"Deaths from all cancer, under 75 years",108.0
E05000591,Cathall; Waltham Forest,"Deaths from all cancer, under 75 years",100.7
E05000592,Chapel End; Waltham Forest,"Deaths from all cancer, under 75 years",99.5
E05000593,Chingford Green; Waltham Forest,"Deaths from all cancer, under 75 years",84.3
E05000594,Endlebury; Waltham Forest,"Deaths from all cancer, under 75 years",100.1
E05000595,Forest; Waltham Forest,"Deaths from all cancer, under 75 years",109.5
E05000596,Grove Green; Waltham Forest,"Deaths from all cancer, under 75 years",65.5
E05000597,Hale End and Highams Park; Waltham Forest,"Deaths from all cancer, under 75 years",78.5
E05000598,Hatch Lane; Waltham Forest,"Deaths from all cancer, under 75 years",113.1
E05000599,High Street; Waltham Forest,"Deaths from all cancer, under 75 years",111.4
E05000600,Higham Hill; Waltham Forest,"Deaths from all cancer, under 75 years",140.3
E05000601,Hoe Street; Waltham Forest,"Deaths from all cancer, under 75 years",96.4
E05000602,Larkswood; Waltham Forest,"Deaths from all cancer, under 75 years",117.3
E05000603,Lea Bridge; Waltham Forest,"Deaths from all cancer, under 75 years",105.1
E05000604,Leyton; Waltham Forest,"Deaths from all cancer, under 75 years",89.4
E05000605,Leytonstone; Waltham Forest,"Deaths from all cancer, under 75 years",97.7
E05000606,Markhouse; Waltham Forest,"Deaths from all cancer, under 75 years",107.2
E05000607,Valley; Waltham Forest,"Deaths from all cancer, under 75 years",74.7
E05000608,William Morris; Waltham Forest,"Deaths from all cancer, under 75 years",84.7
E05000609,Wood Street; Waltham Forest,"Deaths from all cancer, under 75 years",99.7
E05000610,Balham; Wandsworth,"Deaths from all cancer, under 75 years",94.5
E05000611,Bedford; Wandsworth,"Deaths from all cancer, under 75 years",93.8
E05000612,Earlsfield; Wandsworth,"Deaths from all cancer, under 75 years",102.1
E05000613,East Putney; Wandsworth,"Deaths from all cancer, under 75 years",84.0
E05000614,Fairfield; Wandsworth,"Deaths from all cancer, under 75 years",89.9
E05000615,Furzedown; Wandsworth,"Deaths from all cancer, under 75 years",63.6
E05000616,Graveney; Wandsworth,"Deaths from all cancer, under 75 years",87.0
E05000617,Latchmere; Wandsworth,"Deaths from all cancer, under 75 years",118.1
E05000618,Nightingale; Wandsworth,"Deaths from all cancer, under 75 years",93.1
E05000619,Northcote; Wandsworth,"Deaths from all cancer, under 75 years",69.1
E05000620,Queenstown; Wandsworth,"Deaths from all cancer, under 75 years",101.9
E05000621,Roehampton and Putney Heath; Wandsworth,"Deaths from all cancer, under 75 years",114.8
E05000622,St Mary's Park; Wandsworth,"Deaths from all cancer, under 75 years",117.2
E05000623,Shaftesbury; Wandsworth,"Deaths from all cancer, under 75 years",87.9
E05000624,Southfields; Wandsworth,"Deaths from all cancer, under 75 years",101.0
E05000625,Thamesfield; Wandsworth,"Deaths from all cancer, under 75 years",101.6
E05000626,Tooting; Wandsworth,"Deaths from all cancer, under 75 years",110.7
E05000627,Wandsworth Common; Wandsworth,"Deaths from all cancer, under 75 years",63.9
E05000628,West Hill; Wandsworth,"Deaths from all cancer, under 75 years",76.9
E05000629,West Putney; Wandsworth,"Deaths from all cancer, under 75 years",109.6
E05000630,Abbey Road; Westminster,"Deaths from all cancer, under 75 years",70.1
E05000631,Bayswater; Westminster,"Deaths from all cancer, under 75 years",73.5
E05000632,Bryanston and Dorset Square; Westminster,"Deaths from all cancer, under 75 years",79.4
E05000633,Churchill; Westminster,"Deaths from all cancer, under 75 years",92.1
E05000634,Church Street; Westminster,"Deaths from all cancer, under 75 years",106.4
